cell_line_id,cell_line_name,lineage,primary_disease,oncotree_code
ACH-000016,SLR 21,kidney,Kidney Cancer,Renal Cell Carcinoma
ACH-000032,MHH-CALL-3,blood,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell"
ACH-000033,NCI-H1819,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"
ACH-000043,Hs 895.T,fibroblast,Non-Cancerous,Skin
ACH-000049,HEK TE,kidney,Non-Cancerous,
ACH-000051,TE 617.T,soft_tissue,Sarcoma,Rhabdomyosarcoma
ACH-000064,SALE,lung,Non-Cancerous,
ACH-000068,REC-1,lymphocyte,Lymphoma,"B-cell, Non-Hodgkins, Mantle Cell"
ACH-000071,,fibroblast,Non-Cancerous,Bone
ACH-000076,NCO2,blood,Leukemia,Chronic Myelogenous Leukemia (CML)
ACH-000077,MJ,lymphocyte,Lymphoma,"T-cell, Non-Hodgkins, Cutaneous"
ACH-000079,TE 125.T,fibroblast,Non-Cancerous,Soft tissue
ACH-000084,,blood,Leukemia,Acute Myelogenous Leukemia (AML)
ACH-000089,NCI-H684,colorectal,Colon/Colorectal Cancer,Adenocarcinoma
ACH-000093,Panc 05.04,pancreas,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine"
ACH-000110,NCC-StC-K140,gastric,Gastric Cancer,Adenocarcinoma
ACH-000119,Hs 863.T,fibroblast,Non-Cancerous,Bone
ACH-000122,SUP-T11,blood,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell"
ACH-000125,TO 175.T,fibroblast,Non-Cancerous,Lymphoma
ACH-000130,NALM-19,blood,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell"
ACH-000140,Pfeiffer,lymphocyte,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL)
ACH-000154,HS888T,fibroblast,Non-Cancerous,Bone
ACH-000158,OCI-LY3,lymphocyte,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL)
ACH-000165,,fibroblast,Non-Cancerous,Lymphoma
ACH-000166,Kasumi-6,blood,Leukemia,"Acute Myelogenous Leukemia (AML), M2 (Myeloblastic)"
ACH-000170,PrEC LH,prostate,Non-Cancerous,
ACH-000172,TM-87,soft_tissue,Rhabdoid,Malignant Rhabdoid Tumor
ACH-000173,JHUEM-3,uterus,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma
ACH-000175,,fibroblast,Non-Cancerous,Soft tissue
ACH-000179,NCI-H1618,lung,Lung Cancer,Small Cell Lung Cancer (SCLC)
ACH-000180,Hs 839.T,fibroblast,Non-Cancerous,Skin
ACH-000185,,fibroblast,Non-Cancerous,Bone
ACH-000194,Hs 934.T,fibroblast,Non-Cancerous,Skin
ACH-000205,PK-59,pancreas,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine"
ACH-000216,JH-EsoAd1,esophagus,Esophageal Cancer,Adenocarcinoma
ACH-000220,Mino,lymphocyte,Lymphoma,"B-cell, Non-Hodgkins, Mantle Cell"
ACH-000224,,fibroblast,Non-Cancerous,Bone
ACH-000229,,fibroblast,Non-Cancerous,Bone
ACH-000230,Hs 742.T,fibroblast,Non-Cancerous,Breast
ACH-000239,HuG1-N,gastric,Gastric Cancer,"Adenocarcinoma, tubular"
ACH-000241,JK-1,blood,Leukemia,"Chronic Myelogenous Leukemia (CML), blast crisis"
ACH-000275,,fibroblast,Non-Cancerous,Skin
ACH-000284,,fibroblast,Non-Cancerous,Upper aerodigestive
ACH-000285,Toledo,lymphocyte,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL)
ACH-000288,BT-549,breast,Breast Cancer,Breast Ductal Carcinoma
ACH-000297,NCI-H889,lung,Lung Cancer,Small Cell Lung Cancer (SCLC)
ACH-000300,,kidney,Kidney Cancer,Renal Cell Carcinoma
ACH-000313,KMRC-3,kidney,Kidney Cancer,"Renal Carcinoma, clear cell"
ACH-000321,MOLM-6,blood,Leukemia,"Chronic Myelogenous Leukemia (CML), blast crisis"
ACH-000325,SNU-620,gastric,Gastric Cancer,Adenocarcinoma
ACH-000328,LN-215,central_nervous_system,Brain Cancer,Glioblastoma
ACH-000333,JHOM-2B,ovary,Ovarian Cancer,"Adenocarcinoma, mucinous"
ACH-000340,Hs 870.T,fibroblast,Non-Cancerous,Bone
ACH-000385,SK-RC-20,kidney,Kidney Cancer,Renal Cell Carcinoma
ACH-000388,NU-DHL-1,lymphocyte,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL)
ACH-000398,RI-1,lymphocyte,Lymphoma,"B-cell, Non-Hodgkins"
ACH-000413,,fibroblast,Non-Cancerous,Breast
ACH-000418,SW 1353,bone,Bone Cancer,Chondrosarcoma
ACH-000419,KMS-28BM,plasma_cell,Myeloma,Multiple Myeloma
ACH-000453,MOLP-2,plasma_cell,Myeloma,Multiple Myeloma
ACH-000455,LN-428,central_nervous_system,Brain Cancer,Glioblastoma
ACH-000462,NALM-1,blood,Leukemia,"Chronic Myelogenous Leukemia (CML), blast crisis"
ACH-000467,HCC-56,colorectal,Colon/Colorectal Cancer,Adenocarcinoma
ACH-000492,MUTZ-5,blood,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell"
ACH-000494,OELE,ovary,Non-Cancerous,
ACH-000513,SNU-1272,kidney,Kidney Cancer,"Renal Carcinoma, clear cell"
ACH-000523,NCI-H1184,lung,Lung Cancer,Small Cell Lung Cancer (SCLC)
ACH-000526,Hs 821.T,fibroblast,Non-Cancerous,Bone
ACH-000529,T1-73,fibroblast,Non-Cancerous,Bone
ACH-000531,,fibroblast,Non-Cancerous,Lung
ACH-000533,NCI-H2004 RT,soft_tissue,Rhabdoid,Malignant Rhabdoid Tumor
ACH-000553,Sq-1,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma"
ACH-000564,KHM-1B,plasma_cell,Myeloma,Multiple Myeloma
ACH-000598,KMS-21BM,plasma_cell,Myeloma,Multiple Myeloma
ACH-000602,M-07e,blood,Leukemia,"Acute Myelogenous Leukemia (AML), M7 (Megakaryoblastic)"
ACH-000612,,lymphocyte,Lymphoma,T-cell
ACH-000629,,central_nervous_system,Brain Cancer,Meningioma
ACH-000634,LN-340,central_nervous_system,Brain Cancer,Glioblastoma
ACH-000635,SNU-119,ovary,Ovarian Cancer,"Cystadenocarcinoma, high grade serous"
ACH-000642,HMEL,breast,Non-Cancerous,
ACH-000645,JL-1,lung,Lung Cancer,Mesothelioma
ACH-000685,L3.3,pancreas,Pancreatic Cancer,Ductal Adenosquamous Carcinoma
ACH-000709,KMRC-2,kidney,Kidney Cancer,"Renal Carcinoma, clear cell"
ACH-000710,NCI-H854,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"
ACH-000723,YD-10B,upper_aerodigestive,Head and Neck Cancer,"Squamous Cell Carcinoma, tongue"
ACH-000726,TE-14,esophagus,Esophageal Cancer,Squamous Cell Carcinoma
ACH-000728,KASUMI-2,blood,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell"
ACH-000737,NCI-H1385,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma"
ACH-000741,U-BLC1,urinary_tract,Bladder Cancer,Transitional Cell Carcinoma
ACH-000761,NUGC-2,gastric,Gastric Cancer,Adenocarcinoma
ACH-000797,HLF-a,fibroblast,Non-Cancerous,Lung
ACH-000801,Hs 936.T,skin,Skin Cancer,Melanoma
ACH-000808,HuH28,bile_duct,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic"
ACH-000813,T3M-10,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma"
ACH-000837,NCI-H322,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"
ACH-000845,NCI-H1373,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"
ACH-000850,Hs 698.T,fibroblast,Non-Cancerous,Colorectal
ACH-000854,OCI-MY5,plasma_cell,Myeloma,Multiple Myeloma
ACH-000870,NCI-H1930,lung,Lung Cancer,Small Cell Lung Cancer (SCLC)
ACH-000899,WM-88,skin,Skin Cancer,Melanoma
ACH-000904,NCI-H2106,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma"
ACH-000908,SNU-520,gastric,Gastric Cancer,Adenocarcinoma
ACH-000909,JHUEM-2,uterus,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma
ACH-000952,MDA PCa 2b,prostate,Prostate Cancer,Adenocarcinoma
ACH-001000,,central_nervous_system,Brain Cancer,Astrocytoma
ACH-001007,A673STAG2KO16,bone,Bone Cancer,Ewings Sarcoma
ACH-001008,A673STAG2KO45,bone,Bone Cancer,Ewings Sarcoma
ACH-001009,A673STAG2NT14,bone,Bone Cancer,Ewings Sarcoma
ACH-001010,A673STAG2NT23,bone,Bone Cancer,Ewings Sarcoma
ACH-001015,,gastric,Gastric Cancer,Duodenal Adenocarcinoma
ACH-001017,,cervix,Cervical Cancer,Carcinoma
ACH-001018,BJ hTERT,fibroblast,Non-Cancerous,
ACH-001037,CMK-86,blood,Leukemia,Acute Myelogenous Leukemia (AML)
ACH-001042,COLO-704,ovary,Ovarian Cancer,Adenocarcinoma
ACH-001043,,plasma_cell,Myeloma,"Multiple Myeloma, plasmacytoma"
ACH-001045,,skin,Skin Cancer,Melanoma
ACH-001047,,lung,Lung Cancer,Small Cell Lung Cancer (SCLC)
ACH-001052,D384,central_nervous_system,Brain Cancer,Medulloblastoma
ACH-001055,D556,central_nervous_system,Brain Cancer,Medulloblastoma
ACH-001066,,bone,Bone Cancer,Ewings Sarcoma
ACH-001071,,cervix,Cervical Cancer,Carcinoma
ACH-001078,HCC-1588,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma"
ACH-001079,,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma"
ACH-001087,HK-2,kidney,Non-Cancerous,
ACH-001088,,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma"
ACH-001093,,fibroblast,Non-Cancerous,Lymphoma
ACH-001097,,lymphocyte,Lymphoma,T-cell
ACH-001098,KCI-MOH1,pancreas,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine"
ACH-001099,KD,soft_tissue,Rhabdoid,Malignant Rhabdoid Tumor
ACH-001100,,lymphocyte,Lymphoma,
ACH-001109,KP-MRT-RY,soft_tissue,Rhabdoid,Malignant Rhabdoid Tumor
ACH-001122,,skin,Skin Cancer,Merkel Cell Carcinoma
ACH-001123,,skin,Skin Cancer,Merkel Cell Carcinoma
ACH-001130,MOTN-1,lymphocyte,Lymphoma,T-cell
ACH-001132,,lymphocyte,Lymphoma,T-cell
ACH-001134,MYLA,lymphocyte,Lymphoma,T-cell
ACH-001142,NHAHTDD,central_nervous_system,Non-Cancerous,
ACH-001143,,lymphocyte,Lymphoma,
ACH-001144,,ovary,Ovarian Cancer,"Adenocarcinoma, serous"
ACH-001146,,lymphocyte,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL)
ACH-001147,,lymphocyte,Lymphoma,T-cell
ACH-001148,OCILY-13,lymphocyte,Lymphoma,T-cell
ACH-001150,OUMS-27,bone,Bone Cancer,Chondrosarcoma
ACH-001162,PCM6,plasma_cell,Myeloma,Multiple Myeloma
ACH-001163,Peds005T Susp,kidney,Kidney Cancer,Renal Medullary Carcinoma
ACH-001164,CCLF_PEDS_0003_T,soft_tissue,Sarcoma,Undifferentiated
ACH-001170,,skin,Skin Cancer,Merkel Cell Carcinoma
ACH-001172,U-251 MG,central_nervous_system,Brain Cancer,Astrocytoma
ACH-001175,RCC-4,kidney,Kidney Cancer,"Renal Carcinoma, clear cell"
ACH-001187,,fibroblast,Non-Cancerous,
ACH-001194,SK-RC 31,kidney,Kidney Cancer,Renal Cell Carcinoma
ACH-001197,,lymphocyte,Lymphoma,
ACH-001200,STM91-01,soft_tissue,Rhabdoid,Malignant Rhabdoid Tumor
ACH-001201,SU-MB-002,central_nervous_system,Brain Cancer,Medulloblastoma
ACH-001206,,bone,Bone Cancer,Ewings Sarcoma
ACH-001207,TIG-3 TD,fibroblast,Non-Cancerous,Lung
ACH-001224,,kidney,Kidney Cancer,Renal Cell Carcinoma
ACH-001225,,kidney,Kidney Cancer,Renal Cell Carcinoma
ACH-001229,UPCI-SCC-154,upper_aerodigestive,Head and Neck Cancer,"Squamous Cell Carcinoma, oral"
ACH-001230,,blood,Leukemia,Acute Myelogenous Leukemia (AML)
ACH-001234,VMRC-LCP,lung,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma"
ACH-001272,Fuji,soft_tissue,Sarcoma,Synovial
ACH-001279,SCCOHT-1,ovary,Ovarian Cancer,Small Cell Carcinoma of the Ovary Hypercalcemic Type (SCCOHT)
ACH-001282,CHLA258,bone,Bone Cancer,Ewings Sarcoma
ACH-001310,HA1E,kidney,Non-Cancerous,
ACH-001347,H157,upper_aerodigestive,Head and Neck Cancer,"Squamous Cell Carcinoma, buccal mucosa"
ACH-001356,MB-1,thyroid,Thyroid Cancer,"Carcinoma, anaplastic"
ACH-001357,MCF 10A,breast,Non-Cancerous,
ACH-001366,NGP,peripheral_nervous_system,Neuroblastoma,
ACH-001370,OCI-P5x,ovary,Ovarian Cancer,"Adenocarcinoma, serous"
ACH-001388,SUM-102PT,breast,Breast Cancer,Carcinoma
ACH-001389,SUM-1315MO2,breast,Breast Cancer,Breast Ductal Carcinoma
ACH-001393,SUM-190PT,breast,Breast Cancer,Carcinoma
ACH-001395,SUM-44PE,breast,Breast Cancer,Carcinoma
ACH-001397,SUM225CWN,breast,Breast Cancer,Adenocarcinoma
ACH-001410,UM-UC-4,urinary_tract,Bladder Cancer,Transitional Cell Carcinoma
ACH-001411,UM-UC-5,urinary_tract,Bladder Cancer,Squamous Cell Carcinoma
ACH-001419,VP229,breast,Breast Cancer,Breast Ductal Carcinoma
ACH-001422,WPE1-NA22,prostate,Prostate Cancer,Adenocarcinoma
ACH-001433,CCLF_PEDS_0008_T,soft_tissue,Sarcoma,Epithelioid
ACH-001441,92-1,eye,Eye Cancer,Uveal Melanoma
ACH-001495,EMTOKA,uterus,Endometrial/Uterine Cancer,Uterine Carcinosarcoma
ACH-001509,H357,upper_aerodigestive,Head and Neck Cancer,"Squamous Cell Carcinoma, tongue"
ACH-001510,H376,upper_aerodigestive,Head and Neck Cancer,"Squamous Cell Carcinoma, oral"
ACH-001511,H413,upper_aerodigestive,Head and Neck Cancer,"Squamous Cell Carcinoma, buccal mucosa"
ACH-001513,HCA-1,cervix,Cervical Cancer,Endocervical Adenocarcinoma
ACH-001514,HCC1008,breast,Breast Cancer,Breast Ductal Carcinoma
ACH-001515,HCS-2,cervix,Cervical Cancer,Squamous Cell Carcinoma
ACH-001516,HCSC-1,cervix,Cervical Cancer,Endocervical Carcinoma
ACH-001518,HEC-116,uterus,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma
ACH-001520,HG-3,blood,Leukemia,"B-cell, unspecified"
ACH-001524,HSC-5,skin,Skin Cancer,Squamous Cell Carcinoma
ACH-001533,KARPAS 1718,lymphocyte,Lymphoma,Splenic
ACH-001538,KKU-213,bile_duct,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic"
ACH-001539,KML-1,lymphocyte,Lymphoma,"B-cell, Non-Hodgkins"
ACH-001540,KMLS-1,soft_tissue,Liposarcoma,
ACH-001541,KMS-28PE,plasma_cell,Myeloma,Multiple Myeloma
ACH-001547,LO68,lung,Lung Cancer,Mesothelioma
ACH-001548,LS,peripheral_nervous_system,Neuroblastoma,
ACH-001555,Mero-14,lung,Lung Cancer,Mesothelioma
ACH-001556,Mero-25,lung,Lung Cancer,Mesothelioma
ACH-001557,Mero-41,lung,Lung Cancer,Mesothelioma
ACH-001558,Mero-48a,lung,Lung Cancer,Mesothelioma
ACH-001559,Mero-82,lung,Lung Cancer,Mesothelioma
ACH-001560,Mero-83,lung,Lung Cancer,Mesothelioma
ACH-001561,Mero-84,lung,Lung Cancer,Mesothelioma
ACH-001562,Mero-95,lung,Lung Cancer,Mesothelioma
ACH-001569,MM415,skin,Skin Cancer,Melanoma
ACH-001573,MOLM-1,blood,Leukemia,Chronic Myelogenous Leukemia (CML)
ACH-001577,MUTZ-8,blood,Leukemia,Acute Myelogenous Leukemia (AML)
ACH-001607,NOZ,bile_duct,Gallbladder Cancer,Adenocarcinoma
ACH-001608,NP 2,central_nervous_system,Brain Cancer,Glioblastoma
ACH-001609,NP 3,central_nervous_system,Brain Cancer,Glioblastoma
ACH-001610,NP 5,central_nervous_system,Brain Cancer,Glioblastoma
ACH-001613,OCI-AML4,blood,Leukemia,Acute Myelogenous Leukemia (AML)
ACH-001616,OCI-LY18,lymphocyte,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL)
ACH-001618,OCI-M2,blood,Leukemia,Acute Myelogenous Leukemia (AML)
ACH-001619,OCUG-1,bile_duct,Gallbladder Cancer,Adenocarcinoma
ACH-001622,Onda 7,central_nervous_system,Brain Cancer,Glioblastoma
ACH-001623,Onda 8,central_nervous_system,Brain Cancer,Glioblastoma
ACH-001624,Onda 9,central_nervous_system,Brain Cancer,Glioblastoma
ACH-001627,P4E6,prostate,Prostate Cancer,Adenocarcinoma
ACH-001634,PGA-1,blood,Leukemia,"Chronic Lymphoblastic Leukemia (CLL), B-cell"
ACH-001647,SHI-1,blood,Leukemia,Acute Myelogenous Leukemia (AML)
ACH-001648,Shmac 4,prostate,Prostate Cancer,Adenocarcinoma
ACH-001649,Shmac 5,prostate,Prostate Cancer,Adenocarcinoma
ACH-001651,SKG-I,uterus,Endometrial/Uterine Cancer,Endometrial Squamous Cell Carcinoma
ACH-001652,SKG-II,uterus,Endometrial/Uterine Cancer,Endometrial Squamous Cell Carcinoma
ACH-001656,SKNO-1,blood,Leukemia,Acute Myelogenous Leukemia (AML)
ACH-001664,SNU-638,gastric,Gastric Cancer,Adenocarcinoma
ACH-001668,SUSA,embryo,Teratoma,Testicular
ACH-001675,TR146,upper_aerodigestive,Head and Neck Cancer,Squamous Cell Carcinoma
ACH-001685,U-HO1,lymphocyte,Lymphoma,Hodgkins
ACH-001687,UM-RC-3,kidney,Kidney Cancer,Carcinoma
ACH-001688,UM-RC-7,kidney,Kidney Cancer,Carcinoma
ACH-001690,UPCI-SCC-026,upper_aerodigestive,Head and Neck Cancer,Squamous Cell Carcinoma
ACH-001692,UPCI-SCC-040,upper_aerodigestive,Head and Neck Cancer,Squamous Cell Carcinoma
ACH-001694,UPCI-SCC-074,upper_aerodigestive,Head and Neck Cancer,Squamous Cell Carcinoma
ACH-001696,UPCI-SCC-111,upper_aerodigestive,Head and Neck Cancer,Squamous Cell Carcinoma
ACH-001698,UPCI-SCC-116,upper_aerodigestive,Head and Neck Cancer,Squamous Cell Carcinoma
ACH-001699,UPCI-SCC-131,upper_aerodigestive,Head and Neck Cancer,Squamous Cell Carcinoma
ACH-001701,UPCI-SCC-200,upper_aerodigestive,Head and Neck Cancer,Squamous Cell Carcinoma
ACH-001707,WA-OSEL,blood,Leukemia,"Chronic Lymphoblastic Leukemia (CLL), B-cell"
ACH-001712,Hs 860.T,bone,Bone Cancer,Osteosarcoma
ACH-001719,OCI-C4P,ovary,Ovarian Cancer,"Adenocarcinoma, clear cell"
ACH-001743,RC2,soft_tissue,Sarcoma,"Rhabdomyosarcoma, alveolar"
ACH-001767,CCLF_PEDS_0018_T,fibroblast,Non-Cancerous,Soft tissue
ACH-001786,SNU-1544,colorectal,Colon/Colorectal Cancer,Adenocarcinoma
ACH-001791,LPS6,soft_tissue,Liposarcoma,
ACH-001793,LPS27,soft_tissue,Liposarcoma,
ACH-001794,93T449,soft_tissue,Liposarcoma,WDLPS
ACH-001795,94T778,soft_tissue,Liposarcoma,WDLPS
ACH-001796,95T1000,soft_tissue,Liposarcoma,WDLPS
ACH-001799,LPS141,soft_tissue,Liposarcoma,DDLPS
ACH-001802,LPS853,soft_tissue,Liposarcoma,DDLPS
ACH-001804,LPS510,soft_tissue,Liposarcoma,WD/DDLPS
ACH-001807,LPS067,soft_tissue,Liposarcoma,DDLPS
ACH-001814,OS252,bone,Bone Cancer,Osteosarcoma
ACH-001818,C396,bone,Bone Cancer,Osteosarcoma
ACH-001825,SW527,colorectal,Colon/Colorectal Cancer,Adenocarcinoma
ACH-001827,184B5,breast,Non-Cancerous,
ACH-001834,ICC10,bile_duct,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic"
ACH-001835,ICC10-6,bile_duct,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic"
ACH-001836,ICC10-8,bile_duct,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic"
ACH-001838,ICC12,bile_duct,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic"
ACH-001839,ICC13-7,bile_duct,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic"
ACH-001841,ICC15,bile_duct,Bile Duct Cancer,"Cholangiocarcinoma, extrahepatic"
ACH-001842,ICC2,bile_duct,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic"
ACH-001843,ICC3,bile_duct,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic"
ACH-001844,ICC4,bile_duct,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic"
ACH-001845,ICC5,bile_duct,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic"
ACH-001846,ICC6,bile_duct,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic"
ACH-001848,ICC8,bile_duct,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic"
ACH-001849,ICC9,bile_duct,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic"
ACH-001850,G415,bile_duct,Gallbladder Cancer,Adenocarcinoma
ACH-001852,HKGZ-CC,bile_duct,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic"
ACH-001853,KMCH-1,bile_duct,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic"
ACH-001856,RBE,bile_duct,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic"
ACH-001857,SG231,bile_duct,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic"
ACH-001862,TGBC52TKB,bile_duct,Bile Duct Cancer,"Cholangiocarcinoma, extrahepatic"
ACH-001863,TKKK,bile_duct,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic"
ACH-001864,YSCCC,bile_duct,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic"
ACH-001955,Jhc-7,bone,Bone Cancer,Chordoma
ACH-001959,CC-LP-1,bile_duct,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic"
ACH-001960,CC-SW-1,bile_duct,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic"
ACH-001961,GB2,bile_duct,Gallbladder Cancer,Adenocarcinoma
ACH-001970,MM253,skin,Skin Cancer,Melanoma
ACH-001973,MM485,skin,Skin Cancer,Melanoma
ACH-001977,NO36,lung,Lung Cancer,Mesothelioma
ACH-001982,NZM3,skin,Skin Cancer,Melanoma
ACH-001991,NZOV9,ovary,Ovarian Cancer,"Adenocarcinoma, endometrioid"
ACH-001992,ONE58,lung,Lung Cancer,Mesothelioma
ACH-001993,NALM-16,blood,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell"
ACH-001997,ECC2,bile_duct,Bile Duct Cancer,"Cholangiocarcinoma, extrahepatic"
ACH-001999,950-5-BIK,pancreas,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine"
ACH-002001,A375 SKIN CJ1,skin,Skin Cancer,Melanoma
ACH-002002,A375 SKIN CJ2,skin,Skin Cancer,Melanoma
ACH-002003,A375 SKIN CJ3,skin,Skin Cancer,Melanoma
ACH-002004,UACC62 SKIN CJ1,skin,Skin Cancer,Melanoma
ACH-002011,MP46,eye,Eye Cancer,Uveal Melanoma
ACH-002014,Mel270,eye,Eye Cancer,Uveal Melanoma
ACH-002015,Mel285,eye,Eye Cancer,Uveal Melanoma
ACH-002016,Mel290,eye,Eye Cancer,Uveal Melanoma
ACH-002017,Omm1,eye,Eye Cancer,Uveal Melanoma
ACH-002018,Omm2.5,eye,Eye Cancer,Uveal Melanoma
ACH-002019,HOKUG,cervix,Cervical Cancer,Glassy Cell Carcinoma
ACH-002021,T3M-3,uterus,Endometrial/Uterine Cancer,Choriocarcinoma
ACH-002023,TGBC18TKB,colorectal,Colon/Colorectal Cancer,"Adenocarcinoma, papillotubular"
ACH-002025,TT1TKB,colorectal,Colon/Colorectal Cancer,Adenocarcinoma
ACH-002026,HHUA,uterus,Endometrial/Uterine Cancer,
ACH-002027,HOUA-I,uterus,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma
ACH-002038,HSKTC,ovary,Ovarian Cancer,Krukenberg Tumor
ACH-002039,PK-8,pancreas,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine"
ACH-002041,HOTHC,thyroid,Thyroid Cancer,Carcinoma
ACH-002042,T3M-5,thyroid,Thyroid Cancer,Squamous Cell Carcinoma
ACH-002044,HSQ-89,upper_aerodigestive,Head and Neck Cancer,"Squamous Cell Carcinoma, sinus"
ACH-002046,HTMMT,uterus,Endometrial/Uterine Cancer,Malignant Mixed Mullerian Tumor (MMMT)
ACH-002048,RMS-YM,soft_tissue,Sarcoma,"Rhabdomyosarcoma, embryonal"
ACH-002055,TL-1,lymphocyte,Lymphoma,"B-cell, Non-Hodgkins, Burkitts"
ACH-002061,P2UR/K-562,blood,Leukemia,Chronic Myelogenous Leukemia (CML)
ACH-002065,HS-PSS,central_nervous_system,Sarcoma,MPNST
ACH-002066,HS-Sch-2,central_nervous_system,Sarcoma,MPNST
ACH-002069,HS-Os-1,bone,Bone Cancer,Osteosarcoma
ACH-002080,TN-2,peripheral_nervous_system,Neuroblastoma,
ACH-002085,HS-SY-II,soft_tissue,Sarcoma,Synovial
ACH-002287,NCI-H630,colorectal,Colon/Colorectal Cancer,Colorectal Carcinoma
ACH-002319,184A1,breast,Breast Cancer,
ACH-002320,600MPE,breast,Breast Cancer,
ACH-002321,HBL100,unknown,Unknown,
ACH-002322,HCC2185,breast,Breast Cancer,
ACH-002323,HCC2688,breast,Breast Cancer,
ACH-002324,HCC3153,breast,Breast Cancer,
ACH-002325,LY2,breast,Breast Cancer,
ACH-002326,MACLS2,breast,Breast Cancer,
ACH-002327,MCF12A,breast,Breast Cancer,
ACH-002328,MX1,breast,Breast Cancer,
ACH-002329,SKBR5,breast,Breast Cancer,
ACH-002330,SKBR7,breast,Breast Cancer,
ACH-002331,ZR75B,breast,Breast Cancer,
ACH-002332,GISTT1,colorectal,Colon/Colorectal Cancer,
ACH-002333,HCC827GR,lung,Lung Cancer,
ACH-002334,SS1A,soft_tissue,Sarcoma,
ACH-002342,BB30PBL,unknown,Non-Cancerous,
ACH-002343,BB49EBV,unknown,Non-Cancerous,
ACH-002344,BB65EBV,unknown,Non-Cancerous,
ACH-002346,CP50EBV,unknown,Non-Cancerous,
ACH-002347,CP66EBV,unknown,Non-Cancerous,
ACH-002348,DIPG007,unknown,Non-Cancerous,
ACH-002349,GBM001,unknown,Non-Cancerous,
ACH-002350,HA7EBV,unknown,Non-Cancerous,
ACH-002351,L542,unknown,Non-Cancerous,
ACH-002352,LB1047EBV,unknown,Non-Cancerous,
ACH-002353,LB2241EBV,unknown,Non-Cancerous,
ACH-002354,LB2518EBV,unknown,Non-Cancerous,
ACH-002355,LB373EBV,unknown,Non-Cancerous,
ACH-002356,LB647PBL,unknown,Non-Cancerous,
ACH-002357,LB771PBL,unknown,Non-Cancerous,
