gene_name,cell_type,mean_effect,n_cell_lines
INCENP,T_cell_CD4,-1.90133,5
INF2,T_cell_CD4,-0.00255,5
ING1,T_cell_CD4,-0.11503,5
ING2,T_cell_CD4,-0.08829,5
ING3,T_cell_CD4,-0.47679,5
ING4,T_cell_CD4,0.01675,5
ING5,T_cell_CD4,-0.14482,5
INHA,T_cell_CD4,0.01384,5
INHBA,T_cell_CD4,0.03408,5
INHBB,T_cell_CD4,-0.03058,5
INHBC,T_cell_CD4,-0.07103,5
INHBE,T_cell_CD4,-0.13712,5
INIP,T_cell_CD4,0.08847,5
INKA1,T_cell_CD4,-0.06704,5
INKA2,T_cell_CD4,0.0012,5
INMT,T_cell_CD4,-0.05777,5
INO80,T_cell_CD4,-0.36322,5
INO80B,T_cell_CD4,-0.41193,5
INO80C,T_cell_CD4,-7e-05,5
INO80D,T_cell_CD4,0.10666,5
INO80E,T_cell_CD4,-0.14332,5
INPP1,T_cell_CD4,0.04572,5
INPP4A,T_cell_CD4,-0.10714,5
INPP4B,T_cell_CD4,-0.07665,5
INPP5A,T_cell_CD4,-0.0298,5
INPP5B,T_cell_CD4,-0.00668,5
INPP5E,T_cell_CD4,-0.13527,5
INPP5F,T_cell_CD4,0.02039,5
INPP5J,T_cell_CD4,0.15923,5
INPP5K,T_cell_CD4,-0.15918,5
INPPL1,T_cell_CD4,-0.09491,5
INS,T_cell_CD4,-0.20468,5
INSC,T_cell_CD4,0.02075,5
INSIG1,T_cell_CD4,-0.09717,5
INSIG2,T_cell_CD4,0.10643,5
INSL3,T_cell_CD4,0.00445,5
INSL4,T_cell_CD4,0.15098,5
INSL5,T_cell_CD4,0.01365,5
INSL6,T_cell_CD4,0.11965,5
INSM1,T_cell_CD4,0.00467,5
INSM2,T_cell_CD4,-0.14113,5
INSR,T_cell_CD4,-0.06432,5
INSRR,T_cell_CD4,-0.08849,5
INSYN1,T_cell_CD4,-0.06951,5
INSYN2A,T_cell_CD4,0.04357,5
INSYN2B,T_cell_CD4,0.09985,5
INTS1,T_cell_CD4,-1.39132,5
INTS10,T_cell_CD4,-0.47577,5
INTS11,T_cell_CD4,-1.43008,5
INTS12,T_cell_CD4,-0.46841,5
INTS13,T_cell_CD4,-0.38098,5
INTS14,T_cell_CD4,-0.45754,5
INTS2,T_cell_CD4,-0.53011,5
INTS3,T_cell_CD4,-1.7884,5
INTS4,T_cell_CD4,-1.70173,5
INTS5,T_cell_CD4,-1.08249,5
INTS6,T_cell_CD4,-0.87261,5
INTS6L,T_cell_CD4,0.07001,5
INTS7,T_cell_CD4,-0.84217,5
INTS8,T_cell_CD4,-0.81225,5
INTS9,T_cell_CD4,-1.178,5
INTU,T_cell_CD4,0.01947,5
INVS,T_cell_CD4,0.11383,5
IP6K1,T_cell_CD4,-0.03757,5
IP6K2,T_cell_CD4,0.03696,5
IP6K3,T_cell_CD4,-0.20991,5
IPCEF1,T_cell_CD4,0.04097,5
IPMK,T_cell_CD4,0.00768,5
IPO11,T_cell_CD4,-1.05185,5
IPO13,T_cell_CD4,-0.95208,5
IPO4,T_cell_CD4,-0.1302,5
IPO5,T_cell_CD4,-0.13609,5
IPO7,T_cell_CD4,-1.66645,5
IPO8,T_cell_CD4,0.18779,5
IPO9,T_cell_CD4,-0.65312,5
IPP,T_cell_CD4,0.05968,5
IPPK,T_cell_CD4,-0.62837,5
IQCA1,T_cell_CD4,0.03806,5
IQCB1,T_cell_CD4,-0.06569,5
IQCC,T_cell_CD4,-0.23993,5
IQCD,T_cell_CD4,-0.10677,5
IQCE,T_cell_CD4,-0.06684,5
IQCF1,T_cell_CD4,-0.12887,5
IQCF2,T_cell_CD4,-0.01559,5
IQCF3,T_cell_CD4,0.10928,5
IQCF5,T_cell_CD4,0.07494,5
IQCF6,T_cell_CD4,0.05693,5
IQCG,T_cell_CD4,-0.09139,5
IQCH,T_cell_CD4,-0.03966,5
IQCJ,T_cell_CD4,0.15132,5
IQCK,T_cell_CD4,0.10187,5
IQCN,T_cell_CD4,-0.10726,5
IQGAP1,T_cell_CD4,0.0605,5
IQGAP2,T_cell_CD4,0.07417,5
IQGAP3,T_cell_CD4,-0.14243,5
IQSEC1,T_cell_CD4,-0.1129,5
IQSEC2,T_cell_CD4,0.06282,5
IQSEC3,T_cell_CD4,-0.16153,5
IQUB,T_cell_CD4,0.22886,5
IRAG1,T_cell_CD4,0.04203,5
IRAG2,T_cell_CD4,-0.05166,5
IRAK1,T_cell_CD4,0.08506,5
IRAK1BP1,T_cell_CD4,-0.17924,5
IRAK2,T_cell_CD4,-0.18049,5
IRAK3,T_cell_CD4,-0.06523,5
IRAK4,T_cell_CD4,0.13682,5
IREB2,T_cell_CD4,-0.05201,5
IRF1,T_cell_CD4,0.04892,5
IRF2,T_cell_CD4,-0.03878,5
IRF2BP1,T_cell_CD4,-0.17861,5
IRF2BP2,T_cell_CD4,-0.1293,5
IRF2BPL,T_cell_CD4,-0.08426,5
IRF3,T_cell_CD4,-0.0131,5
IRF4,T_cell_CD4,-0.21125,5
IRF5,T_cell_CD4,-0.17699,5
IRF6,T_cell_CD4,-0.09861,5
IRF7,T_cell_CD4,-0.1173,5
IRF8,T_cell_CD4,0.07063,5
IRF9,T_cell_CD4,-0.17325,5
IRGC,T_cell_CD4,-0.07387,5
IRGM,T_cell_CD4,0.17379,5
IRGQ,T_cell_CD4,-0.00585,5
IRS1,T_cell_CD4,-0.04876,5
IRS2,T_cell_CD4,-0.29765,5
IRS4,T_cell_CD4,0.00811,5
IRX1,T_cell_CD4,0.03996,5
IRX2,T_cell_CD4,0.0518,5
IRX3,T_cell_CD4,-0.16464,5
IRX4,T_cell_CD4,-0.01565,5
IRX5,T_cell_CD4,-0.01822,5
IRX6,T_cell_CD4,-0.09491,5
ISCA1,T_cell_CD4,-0.3376,5
ISCA2,T_cell_CD4,-0.68361,5
ISCU,T_cell_CD4,-1.37386,5
ISG15,T_cell_CD4,-0.14032,5
ISG20,T_cell_CD4,-0.0651,5
ISG20L2,T_cell_CD4,-0.54709,5
ISL1,T_cell_CD4,0.07836,5
ISL2,T_cell_CD4,-0.0401,5
ISLR,T_cell_CD4,-0.01141,5
ISLR2,T_cell_CD4,0.032,5
ISM1,T_cell_CD4,0.09409,5
ISM2,T_cell_CD4,-0.10897,5
ISOC1,T_cell_CD4,-0.11488,5
ISOC2,T_cell_CD4,-0.12389,5
IST1,T_cell_CD4,-0.12238,5
ISX,T_cell_CD4,0.05517,5
ISY1,T_cell_CD4,-1.11601,5
ISYNA1,T_cell_CD4,-0.30163,5
ITCH,T_cell_CD4,-0.23994,5
ITFG1,T_cell_CD4,0.14756,5
ITFG2,T_cell_CD4,0.07324,5
ITGA1,T_cell_CD4,-0.05691,5
ITGA10,T_cell_CD4,-0.00144,5
ITGA11,T_cell_CD4,-0.053,5
ITGA2,T_cell_CD4,-0.045,5
ITGA2B,T_cell_CD4,-0.17121,5
ITGA3,T_cell_CD4,-0.1663,5
ITGA4,T_cell_CD4,-0.2928,5
ITGA5,T_cell_CD4,-0.12077,5
ITGA6,T_cell_CD4,-0.15142,5
ITGA7,T_cell_CD4,-0.2285,5
ITGA8,T_cell_CD4,0.0591,5
ITGA9,T_cell_CD4,-0.1189,5
ITGAD,T_cell_CD4,-0.07464,5
ITGAE,T_cell_CD4,0.16892,5
ITGAL,T_cell_CD4,-0.11289,5
ITGAM,T_cell_CD4,-0.19173,5
ITGAV,T_cell_CD4,-0.09053,5
ITGAX,T_cell_CD4,0.02071,5
ITGB1,T_cell_CD4,0.00556,5
ITGB1BP1,T_cell_CD4,-0.03781,5
ITGB1BP2,T_cell_CD4,0.03517,5
ITGB2,T_cell_CD4,-0.09563,5
ITGB3,T_cell_CD4,-0.2437,5
ITGB3BP,T_cell_CD4,0.11615,5
ITGB4,T_cell_CD4,-0.0801,5
ITGB5,T_cell_CD4,-0.14314,5
ITGB6,T_cell_CD4,-0.06555,5
ITGB7,T_cell_CD4,-0.13969,5
ITGB8,T_cell_CD4,0.08737,5
ITGBL1,T_cell_CD4,0.07713,5
ITIH1,T_cell_CD4,-0.05185,5
ITIH2,T_cell_CD4,-0.02275,5
ITIH3,T_cell_CD4,0.00926,5
ITIH4,T_cell_CD4,-0.15726,5
ITIH6,T_cell_CD4,0.10115,5
ITK,T_cell_CD4,-0.00409,5
ITLN1,T_cell_CD4,0.01114,5
ITLN2,T_cell_CD4,-0.21059,5
ITM2A,T_cell_CD4,0.02029,5
ITM2B,T_cell_CD4,-0.05156,5
ITM2C,T_cell_CD4,-0.059,5
ITPA,T_cell_CD4,-0.10864,5
ITPK1,T_cell_CD4,-0.30684,5
ITPKA,T_cell_CD4,-0.2036,5
ITPKB,T_cell_CD4,-0.05208,5
ITPKC,T_cell_CD4,-0.08825,5
ITPR1,T_cell_CD4,-0.15552,5
ITPR2,T_cell_CD4,0.03786,5
ITPR3,T_cell_CD4,-0.11055,5
ITPRID1,T_cell_CD4,0.13751,5
ITPRID2,T_cell_CD4,-0.07193,5
ITPRIP,T_cell_CD4,-0.05853,5
ITPRIPL1,T_cell_CD4,-0.00786,5
ITPRIPL2,T_cell_CD4,-0.02192,5
ITSN1,T_cell_CD4,0.05873,5
ITSN2,T_cell_CD4,0.01192,5
IVD,T_cell_CD4,-0.00661,5
IVL,T_cell_CD4,0.11537,5
IVNS1ABP,T_cell_CD4,0.05567,5
IWS1,T_cell_CD4,-0.09113,5
IYD,T_cell_CD4,-0.0914,5
IZUMO1,T_cell_CD4,-0.17595,5
IZUMO2,T_cell_CD4,0.01792,5
IZUMO3,T_cell_CD4,0.19259,5
IZUMO4,T_cell_CD4,-0.05975,5
JADE1,T_cell_CD4,0.00351,5
JADE2,T_cell_CD4,-0.04436,5
JADE3,T_cell_CD4,0.00067,5
JAG1,T_cell_CD4,0.03221,5
JAG2,T_cell_CD4,-0.02479,5
JAGN1,T_cell_CD4,0.00158,5
JAK1,T_cell_CD4,-0.0565,5
JAK2,T_cell_CD4,0.08702,5
JAK3,T_cell_CD4,-0.113,5
JAKMIP1,T_cell_CD4,0.01456,5
JAKMIP2,T_cell_CD4,0.1004,5
JAKMIP3,T_cell_CD4,-0.20652,5
JAM2,T_cell_CD4,0.06382,5
JAM3,T_cell_CD4,0.07325,5
JAML,T_cell_CD4,0.01866,5
JARID2,T_cell_CD4,-0.03675,5
JAZF1,T_cell_CD4,-1.70727,5
JCAD,T_cell_CD4,-0.08644,5
JCHAIN,T_cell_CD4,0.17965,5
JDP2,T_cell_CD4,0.1435,5
JHY,T_cell_CD4,-0.16638,5
JKAMP,T_cell_CD4,-0.14032,5
JMJD1C,T_cell_CD4,0.11644,5
JMJD4,T_cell_CD4,0.00646,5
JMJD6,T_cell_CD4,-0.33381,5
JMJD7,T_cell_CD4,-0.08504,5
JMJD8,T_cell_CD4,-0.0332,5
JMY,T_cell_CD4,-0.11464,5
JOSD1,T_cell_CD4,-0.16362,5
JOSD2,T_cell_CD4,0.06889,5
JPH1,T_cell_CD4,0.05494,5
JPH2,T_cell_CD4,-0.04205,5
JPH3,T_cell_CD4,0.1148,5
JPH4,T_cell_CD4,-0.24578,5
JPT1,T_cell_CD4,0.02937,5
JPT2,T_cell_CD4,-0.13251,5
JRKL,T_cell_CD4,-0.00456,5
JSRP1,T_cell_CD4,-0.13709,5
JTB,T_cell_CD4,-0.01689,5
JUN,T_cell_CD4,-0.13091,5
JUNB,T_cell_CD4,-0.04789,5
JUND,T_cell_CD4,-0.17092,5
JUP,T_cell_CD4,-0.0365,5
KAAG1,T_cell_CD4,-0.01801,5
KALRN,T_cell_CD4,-0.06535,5
KANK1,T_cell_CD4,0.0823,5
KANK2,T_cell_CD4,-0.02133,5
KANK3,T_cell_CD4,0.15396,5
KANK4,T_cell_CD4,-0.03843,5
KANSL1,T_cell_CD4,-0.51354,5
KANSL1L,T_cell_CD4,0.12927,5
KANSL2,T_cell_CD4,-0.63236,5
KANSL3,T_cell_CD4,-0.65245,5
KARS1,T_cell_CD4,-1.68389,5
KASH5,T_cell_CD4,0.05198,5
KAT14,T_cell_CD4,-0.08041,5
KAT2A,T_cell_CD4,-0.12903,5
KAT2B,T_cell_CD4,-0.02586,5
KAT5,T_cell_CD4,-1.0365,5
KAT6A,T_cell_CD4,0.06538,5
KAT6B,T_cell_CD4,-0.03806,5
KAT7,T_cell_CD4,-0.20492,5
KAT8,T_cell_CD4,-1.00963,5
KATNA1,T_cell_CD4,-0.06817,5
KATNAL1,T_cell_CD4,0.08943,5
KATNAL2,T_cell_CD4,0.04657,5
KATNB1,T_cell_CD4,-0.2644,5
KATNBL1,T_cell_CD4,0.18347,5
KATNIP,T_cell_CD4,0.01955,5
KAZALD1,T_cell_CD4,0.11526,5
KAZN,T_cell_CD4,0.05904,5
KBTBD11,T_cell_CD4,0.08396,5
KBTBD12,T_cell_CD4,0.01185,5
KBTBD13,T_cell_CD4,-0.10573,5
KBTBD2,T_cell_CD4,-0.16921,5
KBTBD3,T_cell_CD4,0.04883,5
KBTBD4,T_cell_CD4,0.03905,5
KBTBD6,T_cell_CD4,-0.02673,5
KBTBD7,T_cell_CD4,0.04945,5
KBTBD8,T_cell_CD4,0.1345,5
KCMF1,T_cell_CD4,-0.57061,5
KCNA1,T_cell_CD4,-0.08865,5
KCNA10,T_cell_CD4,-0.44411,5
KCNA2,T_cell_CD4,-0.03027,5
KCNA3,T_cell_CD4,0.01466,5
KCNA4,T_cell_CD4,0.02323,5
KCNA5,T_cell_CD4,0.02637,5
KCNA6,T_cell_CD4,0.09949,5
KCNA7,T_cell_CD4,-0.08655,5
KCNAB1,T_cell_CD4,0.14845,5
KCNAB2,T_cell_CD4,-0.12882,5
KCNAB3,T_cell_CD4,0.10671,5
KCNB1,T_cell_CD4,0.02145,5
KCNB2,T_cell_CD4,0.20217,5
KCNC1,T_cell_CD4,-0.21393,5
KCNC2,T_cell_CD4,0.00785,5
KCNC3,T_cell_CD4,-0.10805,5
KCNC4,T_cell_CD4,-0.14583,5
KCND1,T_cell_CD4,0.12005,5
KCND2,T_cell_CD4,0.05401,5
KCND3,T_cell_CD4,-0.14246,5
KCNE2,T_cell_CD4,-0.07395,5
KCNE3,T_cell_CD4,-0.07621,5
KCNE4,T_cell_CD4,0.08445,5
KCNE5,T_cell_CD4,0.12657,5
KCNF1,T_cell_CD4,-0.06061,5
KCNG1,T_cell_CD4,-0.20004,5
KCNG2,T_cell_CD4,-0.00377,5
KCNG3,T_cell_CD4,-0.13244,5
KCNG4,T_cell_CD4,-0.14677,5
KCNH1,T_cell_CD4,-0.00775,5
KCNH2,T_cell_CD4,0.02875,5
KCNH3,T_cell_CD4,-0.1088,5
KCNH4,T_cell_CD4,-0.04146,5
KCNH5,T_cell_CD4,-0.01841,5
KCNH6,T_cell_CD4,-0.00263,5
KCNH7,T_cell_CD4,0.14113,5
KCNH8,T_cell_CD4,0.02331,5
KCNIP1,T_cell_CD4,0.02805,5
KCNIP2,T_cell_CD4,-0.01763,5
KCNIP3,T_cell_CD4,-0.0293,5
KCNIP4,T_cell_CD4,0.1416,5
KCNJ1,T_cell_CD4,-0.02409,5
KCNJ10,T_cell_CD4,-0.05269,5
KCNJ11,T_cell_CD4,-0.10649,5
KCNJ13,T_cell_CD4,0.02423,5
KCNJ14,T_cell_CD4,-0.04446,5
KCNJ15,T_cell_CD4,0.07915,5
KCNJ16,T_cell_CD4,0.10918,5
KCNJ2,T_cell_CD4,-0.07519,5
KCNJ3,T_cell_CD4,-0.02435,5
KCNJ4,T_cell_CD4,-0.37175,5
KCNJ5,T_cell_CD4,0.02496,5
KCNJ6,T_cell_CD4,-0.12047,5
KCNJ8,T_cell_CD4,0.00539,5
KCNJ9,T_cell_CD4,-0.21237,5
KCNK1,T_cell_CD4,0.03801,5
KCNK10,T_cell_CD4,0.02575,5
KCNK12,T_cell_CD4,0.03728,5
KCNK13,T_cell_CD4,-0.17307,5
KCNK15,T_cell_CD4,-0.00694,5
KCNK16,T_cell_CD4,0.00822,5
KCNK17,T_cell_CD4,-0.15985,5
KCNK18,T_cell_CD4,-0.12528,5
KCNK2,T_cell_CD4,0.036,5
KCNK3,T_cell_CD4,-0.05374,5
KCNK4,T_cell_CD4,-0.18596,5
KCNK5,T_cell_CD4,-0.37872,5
KCNK6,T_cell_CD4,-0.04,5
KCNK7,T_cell_CD4,-0.13929,5
KCNK9,T_cell_CD4,0.0293,5
KCNMA1,T_cell_CD4,0.0031,5
KCNMB1,T_cell_CD4,0.06626,5
KCNMB2,T_cell_CD4,-0.00377,5
KCNMB3,T_cell_CD4,0.04754,5
KCNMB4,T_cell_CD4,0.00905,5
KCNN1,T_cell_CD4,-0.11049,5
KCNN2,T_cell_CD4,0.1099,5
KCNN3,T_cell_CD4,0.03291,5
KCNN4,T_cell_CD4,-0.08363,5
KCNQ1,T_cell_CD4,-0.08598,5
KCNQ2,T_cell_CD4,0.00642,5
KCNQ3,T_cell_CD4,-0.02699,5
KCNQ4,T_cell_CD4,-0.04827,5
KCNQ5,T_cell_CD4,-0.1007,5
KCNRG,T_cell_CD4,0.03332,5
KCNS1,T_cell_CD4,-0.15766,5
KCNS2,T_cell_CD4,-0.06522,5
KCNS3,T_cell_CD4,0.02218,5
KCNT1,T_cell_CD4,-0.02143,5
KCNT2,T_cell_CD4,0.09955,5
KCNU1,T_cell_CD4,0.03964,5
KCNV1,T_cell_CD4,-0.01608,5
KCNV2,T_cell_CD4,-0.03593,5
KCTD1,T_cell_CD4,-0.04945,5
KCTD10,T_cell_CD4,-0.37189,5
KCTD11,T_cell_CD4,-0.09192,5
KCTD12,T_cell_CD4,-0.03137,5
KCTD13,T_cell_CD4,-0.01239,5
KCTD14,T_cell_CD4,-0.06551,5
KCTD15,T_cell_CD4,-0.04699,5
KCTD16,T_cell_CD4,-0.05006,5
KCTD17,T_cell_CD4,-0.10735,5
KCTD18,T_cell_CD4,-0.01241,5
KCTD19,T_cell_CD4,0.03695,5
KCTD2,T_cell_CD4,-0.15317,5
KCTD20,T_cell_CD4,-0.06093,5
KCTD21,T_cell_CD4,-0.13994,5
KCTD3,T_cell_CD4,0.15507,5
KCTD4,T_cell_CD4,0.23726,5
KCTD5,T_cell_CD4,-0.71569,5
KCTD6,T_cell_CD4,0.07359,5
KCTD7,T_cell_CD4,-0.07914,5
KCTD8,T_cell_CD4,0.06639,5
KCTD9,T_cell_CD4,-0.41489,5
KDELR1,T_cell_CD4,-0.19777,5
KDELR2,T_cell_CD4,-0.12055,5
KDELR3,T_cell_CD4,-0.02053,5
KDF1,T_cell_CD4,-0.2067,5
KDM1A,T_cell_CD4,-0.06843,5
KDM1B,T_cell_CD4,-0.02747,5
KDM2A,T_cell_CD4,-0.62579,5
KDM2B,T_cell_CD4,-0.08778,5
KDM3A,T_cell_CD4,0.05241,5
KDM3B,T_cell_CD4,-0.00229,5
KDM4A,T_cell_CD4,-0.17998,5
KDM4B,T_cell_CD4,-0.07212,5
KDM4C,T_cell_CD4,-0.07573,5
KDM4D,T_cell_CD4,0.12886,5
KDM4E,T_cell_CD4,-0.1436,5
KDM5A,T_cell_CD4,-0.21059,5
KDM5B,T_cell_CD4,0.04695,5
KDM5C,T_cell_CD4,0.13241,5
KDM6A,T_cell_CD4,0.22987,5
KDM6B,T_cell_CD4,-0.02658,5
KDM7A,T_cell_CD4,0.02718,5
KDM8,T_cell_CD4,-0.47599,5
KDR,T_cell_CD4,-0.04596,5
KDSR,T_cell_CD4,-0.32943,5
KEAP1,T_cell_CD4,-0.30339,5
KEL,T_cell_CD4,-0.03826,5
KERA,T_cell_CD4,0.12007,5
KHDC1,T_cell_CD4,-0.05569,5
KHDC1L,T_cell_CD4,0.00552,5
KHDC3L,T_cell_CD4,-0.02992,5
KHDC4,T_cell_CD4,-0.25343,5
KHDRBS1,T_cell_CD4,-0.12958,5
KHDRBS2,T_cell_CD4,0.04509,5
KHDRBS3,T_cell_CD4,-0.0136,5
KHK,T_cell_CD4,-0.08824,5
KHNYN,T_cell_CD4,-0.14967,5
KHSRP,T_cell_CD4,-0.29272,5
KIAA0100,T_cell_CD4,-0.24372,5
KIAA0232,T_cell_CD4,0.1678,5
KIAA0319,T_cell_CD4,-0.18376,5
KIAA0319L,T_cell_CD4,-0.12395,5
KIAA0408,T_cell_CD4,0.13825,5
KIAA0513,T_cell_CD4,-0.20217,5
KIAA0586,T_cell_CD4,-0.17717,5
KIAA0753,T_cell_CD4,0.0374,5
KIAA0825,T_cell_CD4,0.17095,5
KIAA0895,T_cell_CD4,-0.01537,5
KIAA0895L,T_cell_CD4,-0.23887,5
KIAA0930,T_cell_CD4,-0.0139,5
KIAA1109,T_cell_CD4,0.04818,5
KIAA1143,T_cell_CD4,-0.24632,5
KIAA1191,T_cell_CD4,0.12781,5
KIAA1210,T_cell_CD4,0.07609,5
KIAA1217,T_cell_CD4,0.05694,5
KIAA1328,T_cell_CD4,-0.22051,5
KIAA1522,T_cell_CD4,0.07787,5
KIAA1549,T_cell_CD4,-0.02355,5
KIAA1549L,T_cell_CD4,0.12582,5
KIAA1586,T_cell_CD4,0.06499,5
KIAA1614,T_cell_CD4,-0.04723,5
KIAA1671,T_cell_CD4,-0.1005,5
KIAA1755,T_cell_CD4,0.06163,5
KIAA1958,T_cell_CD4,0.09276,5
KIAA2013,T_cell_CD4,-0.33232,5
KICS2,T_cell_CD4,0.0778,5
KIDINS220,T_cell_CD4,-0.03221,5
KIF11,T_cell_CD4,-2.28476,5
KIF12,T_cell_CD4,-0.0741,5
KIF13A,T_cell_CD4,0.02033,5
KIF13B,T_cell_CD4,-0.00253,5
KIF14,T_cell_CD4,-0.83453,5
KIF15,T_cell_CD4,-0.14312,5
KIF16B,T_cell_CD4,-0.19117,5
KIF17,T_cell_CD4,-0.05928,5
KIF18A,T_cell_CD4,-0.27312,5
KIF18B,T_cell_CD4,-0.61663,5
KIF19,T_cell_CD4,-0.17787,5
KIF1A,T_cell_CD4,-0.15229,5
KIF1B,T_cell_CD4,-0.00897,5
KIF1C,T_cell_CD4,-0.07182,5
KIF20A,T_cell_CD4,-0.34048,5
KIF20B,T_cell_CD4,-0.19765,5
KIF21A,T_cell_CD4,-0.01072,5
KIF21B,T_cell_CD4,-0.09616,5
KIF22,T_cell_CD4,-0.30331,5
KIF23,T_cell_CD4,-1.60695,5
KIF24,T_cell_CD4,0.00107,5
KIF25,T_cell_CD4,-0.01024,5
KIF26A,T_cell_CD4,-0.25805,5
KIF26B,T_cell_CD4,-0.00565,5
KIF27,T_cell_CD4,-0.24215,5
KIF2A,T_cell_CD4,0.04183,5
KIF2B,T_cell_CD4,0.08894,5
KIF2C,T_cell_CD4,-0.29264,5
KIF3A,T_cell_CD4,0.03211,5
KIF3B,T_cell_CD4,-0.04026,5
KIF3C,T_cell_CD4,-0.1052,5
KIF4A,T_cell_CD4,-0.31646,5
KIF4B,T_cell_CD4,-0.00563,5
KIF5A,T_cell_CD4,-0.12435,5
KIF5B,T_cell_CD4,-0.036,5
KIF6,T_cell_CD4,-0.15175,5
KIF7,T_cell_CD4,-0.11359,5
KIF9,T_cell_CD4,-0.01857,5
KIFAP3,T_cell_CD4,-0.07373,5
KIFBP,T_cell_CD4,-0.13397,5
KIFC1,T_cell_CD4,-0.21218,5
KIFC2,T_cell_CD4,0.01665,5
KIFC3,T_cell_CD4,-0.07843,5
KIN,T_cell_CD4,-1.23182,5
KIR2DL1,T_cell_CD4,0.0514,5
KIR2DL3,T_cell_CD4,0.16519,5
KIR2DL4,T_cell_CD4,-0.08435,5
KIR3DL1,T_cell_CD4,0.09117,5
KIR3DL2,T_cell_CD4,0.12863,5
KIR3DL3,T_cell_CD4,0.13709,5
KIRREL1,T_cell_CD4,0.02316,5
KIRREL2,T_cell_CD4,0.01284,5
KIRREL3,T_cell_CD4,0.11698,5
KISS1,T_cell_CD4,-0.04573,5
KISS1R,T_cell_CD4,0.05297,5
KIT,T_cell_CD4,-0.02925,5
KITLG,T_cell_CD4,0.12309,5
KL,T_cell_CD4,-8e-05,5
KLB,T_cell_CD4,0.1152,5
KLC1,T_cell_CD4,0.02475,5
KLC2,T_cell_CD4,-0.80759,5
KLC3,T_cell_CD4,-0.15414,5
KLC4,T_cell_CD4,-0.22933,5
KLF1,T_cell_CD4,-0.18567,5
KLF10,T_cell_CD4,-0.17188,5
KLF11,T_cell_CD4,-0.05299,5
KLF12,T_cell_CD4,-0.04923,5
KLF13,T_cell_CD4,0.00086,5
KLF14,T_cell_CD4,-0.10948,5
KLF15,T_cell_CD4,-0.0069,5
KLF16,T_cell_CD4,-0.1613,5
KLF17,T_cell_CD4,-0.02881,5
KLF2,T_cell_CD4,0.08631,5
KLF3,T_cell_CD4,0.19206,5
KLF4,T_cell_CD4,-0.00716,5
KLF5,T_cell_CD4,-0.13559,5
KLF6,T_cell_CD4,0.03385,5
KLF7,T_cell_CD4,-0.39312,5
KLF8,T_cell_CD4,-0.03532,5
KLF9,T_cell_CD4,-0.06038,5
KLHDC1,T_cell_CD4,-0.08796,5
KLHDC10,T_cell_CD4,0.01114,5
KLHDC2,T_cell_CD4,-0.15019,5
KLHDC3,T_cell_CD4,-0.13616,5
KLHDC4,T_cell_CD4,-0.09072,5
KLHDC7A,T_cell_CD4,-0.03309,5
KLHDC8A,T_cell_CD4,-0.47075,5
KLHDC8B,T_cell_CD4,-0.079,5
KLHDC9,T_cell_CD4,-0.09953,5
KLHL1,T_cell_CD4,0.11196,5
KLHL10,T_cell_CD4,-0.11059,5
KLHL11,T_cell_CD4,-0.70085,5
KLHL12,T_cell_CD4,-0.11539,5
KLHL13,T_cell_CD4,0.04483,5
KLHL14,T_cell_CD4,0.066,5
KLHL15,T_cell_CD4,0.06721,5
KLHL17,T_cell_CD4,-0.21362,5
KLHL18,T_cell_CD4,0.07788,5
KLHL2,T_cell_CD4,-0.08692,5
KLHL20,T_cell_CD4,0.07399,5
KLHL21,T_cell_CD4,-0.02694,5
KLHL22,T_cell_CD4,0.10711,5
KLHL23,T_cell_CD4,0.06731,5
KLHL24,T_cell_CD4,0.04438,5
KLHL25,T_cell_CD4,-0.09842,5
KLHL26,T_cell_CD4,-0.00145,5
KLHL28,T_cell_CD4,-0.04199,5
KLHL29,T_cell_CD4,-0.03486,5
KLHL3,T_cell_CD4,-0.11658,5
KLHL30,T_cell_CD4,-0.02031,5
KLHL31,T_cell_CD4,-0.07168,5
KLHL32,T_cell_CD4,0.054,5
KLHL33,T_cell_CD4,0.01147,5
KLHL34,T_cell_CD4,-0.13898,5
KLHL35,T_cell_CD4,0.02802,5
KLHL36,T_cell_CD4,0.04802,5
KLHL38,T_cell_CD4,-0.17973,5
KLHL4,T_cell_CD4,0.06947,5
KLHL40,T_cell_CD4,-0.23911,5
KLHL41,T_cell_CD4,0.05406,5
KLHL42,T_cell_CD4,-0.06032,5
KLHL5,T_cell_CD4,0.09975,5
KLHL6,T_cell_CD4,0.0449,5
KLHL7,T_cell_CD4,-0.11568,5
KLHL8,T_cell_CD4,0.11197,5
KLHL9,T_cell_CD4,0.08581,5
KLK1,T_cell_CD4,0.09664,5
KLK10,T_cell_CD4,0.03664,5
KLK11,T_cell_CD4,-0.09068,5
KLK12,T_cell_CD4,0.01452,5
KLK13,T_cell_CD4,0.07265,5
KLK14,T_cell_CD4,0.03487,5
KLK15,T_cell_CD4,0.09938,5
KLK2,T_cell_CD4,0.05527,5
KLK3,T_cell_CD4,0.05528,5
KLK4,T_cell_CD4,0.01374,5
KLK5,T_cell_CD4,-0.04972,5
KLK6,T_cell_CD4,0.00903,5
KLK7,T_cell_CD4,0.10174,5
KLK8,T_cell_CD4,-0.03158,5
KLK9,T_cell_CD4,0.09753,5
KLKB1,T_cell_CD4,0.09397,5
KLLN,T_cell_CD4,-0.2368,5
