gene_name,cell_type,mean_effect,n_cell_lines
AMN,T_cell_CD8,0.04212,5
AMN1,T_cell_CD8,0.02224,5
AMOT,T_cell_CD8,0.21575,5
AMOTL1,T_cell_CD8,0.03292,5
AMOTL2,T_cell_CD8,0.05992,5
AMPD1,T_cell_CD8,-0.04182,5
AMPD2,T_cell_CD8,-0.10573,5
AMPD3,T_cell_CD8,0.04141,5
AMPH,T_cell_CD8,-0.10378,5
AMT,T_cell_CD8,0.04272,5
AMTN,T_cell_CD8,0.06129,5
AMY2A,T_cell_CD8,0.05484,5
AMZ1,T_cell_CD8,-0.16752,5
AMZ2,T_cell_CD8,0.09971,5
ANAPC1,T_cell_CD8,-0.97273,5
ANAPC10,T_cell_CD8,-0.47018,5
ANAPC11,T_cell_CD8,-1.83976,5
ANAPC13,T_cell_CD8,-0.6775,5
ANAPC15,T_cell_CD8,-0.57836,5
ANAPC16,T_cell_CD8,0.05526,5
ANAPC2,T_cell_CD8,-2.03278,5
ANAPC4,T_cell_CD8,-2.0287,5
ANAPC5,T_cell_CD8,-0.46488,5
ANAPC7,T_cell_CD8,-0.14037,5
ANG,T_cell_CD8,-0.15651,5
ANGEL1,T_cell_CD8,-0.12166,5
ANGEL2,T_cell_CD8,-0.04211,5
ANGPT1,T_cell_CD8,0.00582,5
ANGPT2,T_cell_CD8,-0.07898,5
ANGPT4,T_cell_CD8,0.16769,5
ANGPTL1,T_cell_CD8,0.10632,5
ANGPTL2,T_cell_CD8,-0.00081,5
ANGPTL3,T_cell_CD8,0.08416,5
ANGPTL4,T_cell_CD8,-0.00437,5
ANGPTL5,T_cell_CD8,0.08123,5
ANGPTL6,T_cell_CD8,-0.1499,5
ANGPTL7,T_cell_CD8,-0.07831,5
ANGPTL8,T_cell_CD8,0.03003,5
ANHX,T_cell_CD8,-0.17771,5
ANK1,T_cell_CD8,0.08116,5
ANK2,T_cell_CD8,0.10212,5
ANK3,T_cell_CD8,0.10787,5
ANKAR,T_cell_CD8,0.11044,5
ANKDD1A,T_cell_CD8,-0.01931,5
ANKDD1B,T_cell_CD8,0.01177,5
ANKEF1,T_cell_CD8,0.03893,5
ANKFN1,T_cell_CD8,-0.0537,5
ANKFY1,T_cell_CD8,-0.17664,5
ANKH,T_cell_CD8,-0.42495,5
ANKHD1,T_cell_CD8,0.00878,5
ANKIB1,T_cell_CD8,-0.01079,5
ANKK1,T_cell_CD8,-0.02864,5
ANKLE1,T_cell_CD8,-0.12927,5
ANKLE2,T_cell_CD8,-2.01572,5
ANKMY1,T_cell_CD8,0.03159,5
ANKMY2,T_cell_CD8,-0.09701,5
ANKRA2,T_cell_CD8,-0.08764,5
ANKRD1,T_cell_CD8,0.0074,5
ANKRD10,T_cell_CD8,-0.01456,5
ANKRD11,T_cell_CD8,-0.33167,5
ANKRD12,T_cell_CD8,0.04725,5
ANKRD13A,T_cell_CD8,0.08726,5
ANKRD13B,T_cell_CD8,-0.0643,5
ANKRD13C,T_cell_CD8,0.0528,5
ANKRD13D,T_cell_CD8,-0.02277,5
ANKRD16,T_cell_CD8,-0.0571,5
ANKRD17,T_cell_CD8,-0.27581,5
ANKRD18A,T_cell_CD8,0.03092,5
ANKRD2,T_cell_CD8,-0.00744,5
ANKRD22,T_cell_CD8,-0.13446,5
ANKRD23,T_cell_CD8,-0.09691,5
ANKRD24,T_cell_CD8,-0.24494,5
ANKRD26,T_cell_CD8,0.13924,5
ANKRD27,T_cell_CD8,0.0173,5
ANKRD28,T_cell_CD8,0.06398,5
ANKRD29,T_cell_CD8,0.05947,5
ANKRD30A,T_cell_CD8,0.01228,5
ANKRD30B,T_cell_CD8,0.01147,5
ANKRD31,T_cell_CD8,-0.16104,5
ANKRD33,T_cell_CD8,-0.15818,5
ANKRD33B,T_cell_CD8,-0.07826,5
ANKRD34A,T_cell_CD8,-0.0307,5
ANKRD34B,T_cell_CD8,-0.10069,5
ANKRD34C,T_cell_CD8,0.07712,5
ANKRD35,T_cell_CD8,-0.05942,5
ANKRD37,T_cell_CD8,0.02263,5
ANKRD39,T_cell_CD8,-0.11386,5
ANKRD40,T_cell_CD8,-0.08528,5
ANKRD42,T_cell_CD8,0.04179,5
ANKRD44,T_cell_CD8,-0.02139,5
ANKRD45,T_cell_CD8,0.13306,5
ANKRD46,T_cell_CD8,-0.0499,5
ANKRD49,T_cell_CD8,-0.51513,5
ANKRD50,T_cell_CD8,0.07797,5
ANKRD52,T_cell_CD8,-0.29018,5
ANKRD53,T_cell_CD8,-0.0066,5
ANKRD54,T_cell_CD8,-0.187,5
ANKRD55,T_cell_CD8,-0.01299,5
ANKRD6,T_cell_CD8,-0.00297,5
ANKRD61,T_cell_CD8,-0.01719,5
ANKRD62,T_cell_CD8,0.02328,5
ANKRD65,T_cell_CD8,-0.13987,5
ANKRD66,T_cell_CD8,-0.00968,5
ANKRD7,T_cell_CD8,0.06382,5
ANKRD9,T_cell_CD8,-0.13683,5
ANKS1A,T_cell_CD8,0.01084,5
ANKS1B,T_cell_CD8,0.01817,5
ANKS3,T_cell_CD8,-0.1182,5
ANKS4B,T_cell_CD8,-0.03253,5
ANKS6,T_cell_CD8,-0.52331,5
ANKZF1,T_cell_CD8,-0.08605,5
ANLN,T_cell_CD8,-0.12148,5
ANO1,T_cell_CD8,-0.01622,5
ANO10,T_cell_CD8,0.17094,5
ANO2,T_cell_CD8,-0.06788,5
ANO3,T_cell_CD8,0.09192,5
ANO4,T_cell_CD8,-0.02097,5
ANO5,T_cell_CD8,0.05183,5
ANO6,T_cell_CD8,-0.03761,5
ANO7,T_cell_CD8,-0.12891,5
ANO8,T_cell_CD8,-0.00611,5
ANO9,T_cell_CD8,-0.03348,5
ANOS1,T_cell_CD8,0.05169,5
ANP32A,T_cell_CD8,0.01917,5
ANP32B,T_cell_CD8,-0.04513,5
ANP32D,T_cell_CD8,-0.05554,5
ANP32E,T_cell_CD8,-0.24191,5
ANPEP,T_cell_CD8,-0.08693,5
ANTKMT,T_cell_CD8,-0.02477,5
ANTXR1,T_cell_CD8,0.03298,5
ANTXR2,T_cell_CD8,0.08638,5
ANTXRL,T_cell_CD8,-0.2325,5
ANXA1,T_cell_CD8,0.11096,5
ANXA10,T_cell_CD8,-0.02425,5
ANXA11,T_cell_CD8,-0.07549,5
ANXA13,T_cell_CD8,-0.10698,5
ANXA2,T_cell_CD8,0.01646,5
ANXA2R,T_cell_CD8,-0.069,5
ANXA3,T_cell_CD8,-0.01647,5
ANXA4,T_cell_CD8,0.03755,5
ANXA5,T_cell_CD8,0.0184,5
ANXA6,T_cell_CD8,-0.14465,5
ANXA7,T_cell_CD8,-0.06608,5
ANXA8,T_cell_CD8,-0.01663,5
ANXA8L1,T_cell_CD8,-0.16202,5
ANXA9,T_cell_CD8,-0.1195,5
AOAH,T_cell_CD8,0.09481,5
AOC1,T_cell_CD8,-0.04847,5
AOC2,T_cell_CD8,-0.05526,5
AOC3,T_cell_CD8,-0.22627,5
AOPEP,T_cell_CD8,0.03108,5
AOX1,T_cell_CD8,0.01368,5
AP1AR,T_cell_CD8,0.13534,5
AP1B1,T_cell_CD8,-0.24842,5
AP1G1,T_cell_CD8,-0.36093,5
AP1G2,T_cell_CD8,-0.39435,5
AP1M1,T_cell_CD8,-0.24906,5
AP1M2,T_cell_CD8,0.00999,5
AP1S1,T_cell_CD8,-0.22047,5
AP1S2,T_cell_CD8,0.2207,5
AP1S3,T_cell_CD8,-0.05051,5
AP2A1,T_cell_CD8,-0.13724,5
AP2A2,T_cell_CD8,0.05483,5
AP2B1,T_cell_CD8,-0.19973,5
AP2M1,T_cell_CD8,-0.93054,5
AP2S1,T_cell_CD8,-0.8057,5
AP3B1,T_cell_CD8,-0.00801,5
AP3B2,T_cell_CD8,-0.1221,5
AP3D1,T_cell_CD8,-0.0278,5
AP3M1,T_cell_CD8,-0.04619,5
AP3M2,T_cell_CD8,-0.08676,5
AP3S1,T_cell_CD8,-0.22321,5
AP3S2,T_cell_CD8,-0.04478,5
AP4B1,T_cell_CD8,-0.12611,5
AP4E1,T_cell_CD8,-0.09862,5
AP4M1,T_cell_CD8,-0.00688,5
AP4S1,T_cell_CD8,-0.08317,5
AP5B1,T_cell_CD8,0.10417,5
AP5M1,T_cell_CD8,-0.02315,5
AP5S1,T_cell_CD8,-0.03209,5
AP5Z1,T_cell_CD8,-0.10574,5
APAF1,T_cell_CD8,-0.05843,5
APBA1,T_cell_CD8,-0.13662,5
APBA2,T_cell_CD8,-0.0944,5
APBA3,T_cell_CD8,0.11201,5
APBB1,T_cell_CD8,0.04987,5
APBB1IP,T_cell_CD8,0.11343,5
APBB2,T_cell_CD8,0.08283,5
APBB3,T_cell_CD8,-0.13334,5
APC,T_cell_CD8,-0.37738,5
APC2,T_cell_CD8,-0.21608,5
APCDD1,T_cell_CD8,0.14789,5
APCDD1L,T_cell_CD8,0.0184,5
APCS,T_cell_CD8,-0.06878,5
APEH,T_cell_CD8,-0.16042,5
APEX1,T_cell_CD8,-0.03676,5
APEX2,T_cell_CD8,-0.20351,5
APH1A,T_cell_CD8,0.09949,5
APH1B,T_cell_CD8,0.07813,5
API5,T_cell_CD8,-0.07771,5
APIP,T_cell_CD8,0.06139,5
APLF,T_cell_CD8,0.04995,5
APLN,T_cell_CD8,0.14938,5
APLNR,T_cell_CD8,-0.08587,5
APLP1,T_cell_CD8,-0.29588,5
APLP2,T_cell_CD8,0.07457,5
APMAP,T_cell_CD8,-0.01436,5
APOA1,T_cell_CD8,-0.14957,5
APOA2,T_cell_CD8,-0.02711,5
APOA4,T_cell_CD8,0.12305,5
APOA5,T_cell_CD8,-0.06793,5
APOB,T_cell_CD8,0.05348,5
APOBEC1,T_cell_CD8,-0.15936,5
APOBEC2,T_cell_CD8,-0.09017,5
APOBEC3A,T_cell_CD8,0.00427,5
APOBEC3B,T_cell_CD8,-0.08202,5
APOBEC3C,T_cell_CD8,0.0037,5
APOBEC3D,T_cell_CD8,-0.09478,5
APOBEC3G,T_cell_CD8,0.13915,5
APOBEC3H,T_cell_CD8,-0.06925,5
APOBEC4,T_cell_CD8,0.02302,5
APOBR,T_cell_CD8,-0.06794,5
APOC1,T_cell_CD8,-0.19495,5
APOC2,T_cell_CD8,-0.00993,5
APOC3,T_cell_CD8,-0.10924,5
APOC4,T_cell_CD8,0.07301,5
APOD,T_cell_CD8,-0.07398,5
APOE,T_cell_CD8,0.01033,5
APOF,T_cell_CD8,-0.21933,5
APOH,T_cell_CD8,-0.12681,5
APOL1,T_cell_CD8,-0.00499,5
APOL2,T_cell_CD8,0.02595,5
APOL3,T_cell_CD8,0.19664,5
APOL5,T_cell_CD8,-0.06214,5
APOL6,T_cell_CD8,0.05802,5
APOLD1,T_cell_CD8,-0.1318,5
APOM,T_cell_CD8,-0.1737,5
APOO,T_cell_CD8,0.15923,5
APOOL,T_cell_CD8,0.05796,5
APP,T_cell_CD8,0.06958,5
APPBP2,T_cell_CD8,-0.11635,5
APPL1,T_cell_CD8,0.02965,5
APPL2,T_cell_CD8,0.00571,5
APRT,T_cell_CD8,-0.24519,5
APTX,T_cell_CD8,-0.08506,5
AQP1,T_cell_CD8,0.10533,5
AQP10,T_cell_CD8,-0.18727,5
AQP11,T_cell_CD8,0.05825,5
AQP12B,T_cell_CD8,-0.08438,5
AQP2,T_cell_CD8,-0.06555,5
AQP3,T_cell_CD8,-0.04303,5
AQP4,T_cell_CD8,0.01118,5
AQP5,T_cell_CD8,-0.05897,5
AQP6,T_cell_CD8,-0.22329,5
AQP7,T_cell_CD8,-1.38028,5
AQP8,T_cell_CD8,0.0547,5
AQP9,T_cell_CD8,-0.14992,5
AQR,T_cell_CD8,-2.06547,5
AR,T_cell_CD8,0.11122,5
ARAF,T_cell_CD8,0.08914,5
ARAP1,T_cell_CD8,-0.05009,5
ARAP2,T_cell_CD8,0.05467,5
ARAP3,T_cell_CD8,0.08941,5
ARC,T_cell_CD8,-0.01313,5
ARCN1,T_cell_CD8,-0.81508,5
AREG,T_cell_CD8,0.07872,5
AREL1,T_cell_CD8,-0.15171,5
ARF1,T_cell_CD8,-0.46263,5
ARF3,T_cell_CD8,-0.15424,5
ARF4,T_cell_CD8,-0.58749,5
ARF5,T_cell_CD8,-0.0418,5
ARF6,T_cell_CD8,-0.3862,5
ARFGAP1,T_cell_CD8,0.03811,5
ARFGAP2,T_cell_CD8,-0.135,5
ARFGAP3,T_cell_CD8,0.0764,5
ARFGEF1,T_cell_CD8,-0.03455,5
ARFGEF2,T_cell_CD8,0.02204,5
ARFGEF3,T_cell_CD8,0.03896,5
ARFIP1,T_cell_CD8,-0.03861,5
ARFIP2,T_cell_CD8,0.01818,5
ARFRP1,T_cell_CD8,-0.62547,5
ARG1,T_cell_CD8,0.18876,5
ARG2,T_cell_CD8,-0.03498,5
ARGFX,T_cell_CD8,-1.03066,5
ARGLU1,T_cell_CD8,-0.9484,5
ARHGAP1,T_cell_CD8,-0.16416,5
ARHGAP10,T_cell_CD8,0.09227,5
ARHGAP11A,T_cell_CD8,-0.04452,5
ARHGAP12,T_cell_CD8,0.03167,5
ARHGAP15,T_cell_CD8,0.09407,5
ARHGAP17,T_cell_CD8,0.04184,5
ARHGAP18,T_cell_CD8,-0.01226,5
ARHGAP19,T_cell_CD8,-0.03753,5
ARHGAP20,T_cell_CD8,0.12644,5
ARHGAP21,T_cell_CD8,-0.1017,5
ARHGAP22,T_cell_CD8,0.02605,5
ARHGAP23,T_cell_CD8,-0.44918,5
ARHGAP24,T_cell_CD8,0.08165,5
ARHGAP25,T_cell_CD8,0.01152,5
ARHGAP26,T_cell_CD8,0.08961,5
ARHGAP27,T_cell_CD8,-0.06593,5
ARHGAP28,T_cell_CD8,0.08873,5
ARHGAP29,T_cell_CD8,-0.07429,5
ARHGAP30,T_cell_CD8,-0.03487,5
ARHGAP31,T_cell_CD8,-0.00829,5
ARHGAP32,T_cell_CD8,0.08498,5
ARHGAP33,T_cell_CD8,-0.04443,5
ARHGAP35,T_cell_CD8,0.07663,5
ARHGAP36,T_cell_CD8,0.10923,5
ARHGAP39,T_cell_CD8,-0.08539,5
ARHGAP4,T_cell_CD8,0.04903,5
ARHGAP44,T_cell_CD8,0.15276,5
ARHGAP45,T_cell_CD8,-0.25949,5
ARHGAP5,T_cell_CD8,-0.0893,5
ARHGAP6,T_cell_CD8,0.20365,5
ARHGAP8,T_cell_CD8,-0.05345,5
ARHGAP9,T_cell_CD8,-0.24264,5
ARHGDIA,T_cell_CD8,-0.05213,5
ARHGDIB,T_cell_CD8,0.23084,5
ARHGDIG,T_cell_CD8,-0.15132,5
ARHGEF1,T_cell_CD8,-0.15494,5
ARHGEF10,T_cell_CD8,-0.02941,5
ARHGEF10L,T_cell_CD8,-0.02198,5
ARHGEF11,T_cell_CD8,-0.12891,5
ARHGEF12,T_cell_CD8,0.06374,5
ARHGEF15,T_cell_CD8,-0.06869,5
ARHGEF16,T_cell_CD8,-0.16701,5
ARHGEF17,T_cell_CD8,0.01174,5
ARHGEF18,T_cell_CD8,0.11703,5
ARHGEF19,T_cell_CD8,-0.05067,5
ARHGEF2,T_cell_CD8,0.01381,5
ARHGEF25,T_cell_CD8,-0.13491,5
ARHGEF26,T_cell_CD8,-0.05652,5
ARHGEF28,T_cell_CD8,-0.14421,5
ARHGEF3,T_cell_CD8,0.01555,5
ARHGEF33,T_cell_CD8,-0.22886,5
ARHGEF35,T_cell_CD8,0.07157,5
ARHGEF37,T_cell_CD8,0.01927,5
ARHGEF38,T_cell_CD8,0.06442,5
ARHGEF39,T_cell_CD8,-0.11674,5
ARHGEF4,T_cell_CD8,0.02549,5
ARHGEF40,T_cell_CD8,-0.1739,5
ARHGEF5,T_cell_CD8,-0.33078,5
ARHGEF6,T_cell_CD8,0.16398,5
ARHGEF7,T_cell_CD8,-0.13877,5
ARHGEF9,T_cell_CD8,0.02971,5
ARID1A,T_cell_CD8,-0.42041,5
ARID1B,T_cell_CD8,-0.19438,5
ARID2,T_cell_CD8,-0.30067,5
ARID3A,T_cell_CD8,-0.45705,5
ARID3B,T_cell_CD8,-0.32095,5
ARID3C,T_cell_CD8,-0.04881,5
ARID4A,T_cell_CD8,-0.02832,5
ARID4B,T_cell_CD8,-0.05568,5
ARID5A,T_cell_CD8,-0.12135,5
ARID5B,T_cell_CD8,-0.02675,5
ARIH1,T_cell_CD8,-1.15539,5
ARIH2,T_cell_CD8,-0.16454,5
ARIH2OS,T_cell_CD8,0.05473,5
ARL1,T_cell_CD8,0.21335,5
ARL10,T_cell_CD8,-0.06562,5
ARL11,T_cell_CD8,-0.08022,5
ARL13A,T_cell_CD8,0.12134,5
ARL13B,T_cell_CD8,-0.0698,5
ARL14,T_cell_CD8,-0.0244,5
ARL14EP,T_cell_CD8,0.16478,5
ARL14EPL,T_cell_CD8,0.00793,5
ARL15,T_cell_CD8,0.11026,5
ARL16,T_cell_CD8,0.03932,5
ARL2,T_cell_CD8,-1.44808,5
ARL2BP,T_cell_CD8,-0.1283,5
ARL3,T_cell_CD8,0.03804,5
ARL4A,T_cell_CD8,-0.09747,5
ARL4C,T_cell_CD8,-0.08724,5
ARL4D,T_cell_CD8,-0.39546,5
ARL5A,T_cell_CD8,0.12058,5
ARL5B,T_cell_CD8,0.03229,5
ARL5C,T_cell_CD8,-0.05418,5
ARL6,T_cell_CD8,0.11501,5
ARL6IP1,T_cell_CD8,-0.00213,5
ARL6IP4,T_cell_CD8,-0.2214,5
ARL6IP5,T_cell_CD8,-0.0516,5
ARL6IP6,T_cell_CD8,-0.00453,5
ARL8A,T_cell_CD8,0.04207,5
ARL8B,T_cell_CD8,-0.28508,5
ARL9,T_cell_CD8,0.03946,5
ARMC1,T_cell_CD8,0.13814,5
ARMC10,T_cell_CD8,-0.22196,5
ARMC12,T_cell_CD8,-0.0739,5
ARMC2,T_cell_CD8,0.05303,5
ARMC3,T_cell_CD8,0.08381,5
ARMC5,T_cell_CD8,-0.40379,5
ARMC6,T_cell_CD8,-0.29971,5
ARMC7,T_cell_CD8,-1.68737,5
ARMC8,T_cell_CD8,0.02941,5
ARMC9,T_cell_CD8,-0.01935,5
ARMCX1,T_cell_CD8,0.14102,5
ARMCX2,T_cell_CD8,0.09214,5
ARMCX3,T_cell_CD8,-0.0046,5
ARMCX4,T_cell_CD8,0.28081,5
ARMCX5,T_cell_CD8,0.07313,5
ARMCX6,T_cell_CD8,-0.05148,5
ARMH1,T_cell_CD8,-0.28147,5
ARMH2,T_cell_CD8,0.1302,5
ARMH3,T_cell_CD8,-0.14549,5
ARMH4,T_cell_CD8,-0.04287,5
ARMS2,T_cell_CD8,-0.02703,5
ARMT1,T_cell_CD8,0.088,5
ARNT,T_cell_CD8,0.14804,5
ARNT2,T_cell_CD8,0.05821,5
ARNTL,T_cell_CD8,-0.05295,5
ARNTL2,T_cell_CD8,-0.07204,5
ARPC1A,T_cell_CD8,-0.06047,5
ARPC1B,T_cell_CD8,0.05402,5
ARPC2,T_cell_CD8,-0.2755,5
ARPC3,T_cell_CD8,-0.9604,5
ARPC4,T_cell_CD8,-0.85431,5
ARPC5,T_cell_CD8,-0.18474,5
ARPC5L,T_cell_CD8,0.0291,5
ARPIN,T_cell_CD8,-0.10285,5
ARPP19,T_cell_CD8,-0.32282,5
ARPP21,T_cell_CD8,0.09933,5
ARR3,T_cell_CD8,0.0445,5
ARRB1,T_cell_CD8,-0.17372,5
ARRB2,T_cell_CD8,-0.00194,5
ARRDC1,T_cell_CD8,-0.19535,5
ARRDC2,T_cell_CD8,0.0467,5
ARRDC3,T_cell_CD8,0.07438,5
ARRDC4,T_cell_CD8,0.10951,5
ARRDC5,T_cell_CD8,-0.05077,5
ARSA,T_cell_CD8,-0.26628,5
ARSB,T_cell_CD8,-0.22272,5
ARSD,T_cell_CD8,0.19738,5
ARSF,T_cell_CD8,0.10403,5
ARSG,T_cell_CD8,0.19368,5
ARSH,T_cell_CD8,0.07682,5
ARSI,T_cell_CD8,-0.17447,5
ARSJ,T_cell_CD8,0.0055,5
ARSK,T_cell_CD8,0.01349,5
ARSL,T_cell_CD8,0.03259,5
ART1,T_cell_CD8,-0.15979,5
ART3,T_cell_CD8,-0.00606,5
ART4,T_cell_CD8,-0.04962,5
ART5,T_cell_CD8,-0.09401,5
ARTN,T_cell_CD8,-0.08583,5
ARV1,T_cell_CD8,-0.18846,5
ARVCF,T_cell_CD8,-0.10711,5
ARX,T_cell_CD8,0.14709,5
AS3MT,T_cell_CD8,0.08311,5
ASAH1,T_cell_CD8,0.09652,5
ASAH2,T_cell_CD8,0.0668,5
ASAP1,T_cell_CD8,0.08734,5
ASAP2,T_cell_CD8,-0.0445,5
ASAP3,T_cell_CD8,-0.11366,5
ASB1,T_cell_CD8,0.06701,5
ASB10,T_cell_CD8,-0.10324,5
ASB11,T_cell_CD8,0.24099,5
ASB12,T_cell_CD8,0.04377,5
ASB13,T_cell_CD8,-0.00992,5
ASB14,T_cell_CD8,0.17593,5
ASB15,T_cell_CD8,0.20952,5
ASB16,T_cell_CD8,-0.01113,5
ASB17,T_cell_CD8,0.05064,5
ASB18,T_cell_CD8,-0.0132,5
ASB2,T_cell_CD8,0.16369,5
ASB3,T_cell_CD8,0.01978,5
ASB4,T_cell_CD8,0.08398,5
ASB5,T_cell_CD8,0.12949,5
ASB6,T_cell_CD8,-0.31558,5
ASB7,T_cell_CD8,-0.02022,5
ASB8,T_cell_CD8,-0.09074,5
ASB9,T_cell_CD8,0.13414,5
ASCC1,T_cell_CD8,-0.1099,5
ASCC2,T_cell_CD8,0.00185,5
ASCC3,T_cell_CD8,-0.1676,5
ASCL1,T_cell_CD8,0.00677,5
ASCL2,T_cell_CD8,0.08513,5
ASCL3,T_cell_CD8,0.05318,5
ASCL4,T_cell_CD8,-0.01434,5
ASCL5,T_cell_CD8,-0.25307,5
ASF1A,T_cell_CD8,-0.12909,5
ASF1B,T_cell_CD8,-0.23644,5
ASGR1,T_cell_CD8,0.07728,5
ASGR2,T_cell_CD8,-0.03384,5
ASH1L,T_cell_CD8,-0.18083,5
ASH2L,T_cell_CD8,-0.13974,5
ASIC1,T_cell_CD8,-0.12772,5
ASIC2,T_cell_CD8,0.10843,5
ASIC3,T_cell_CD8,-0.09112,5
ASIC4,T_cell_CD8,-0.16348,5
ASIC5,T_cell_CD8,0.13988,5
ASIP,T_cell_CD8,-0.03629,5
ASL,T_cell_CD8,-0.18506,5
ASMT,T_cell_CD8,0.0969,5
ASMTL,T_cell_CD8,-0.13874,5
ASNS,T_cell_CD8,-0.54068,5
ASNSD1,T_cell_CD8,-0.06159,5
ASPA,T_cell_CD8,0.05576,5
ASPDH,T_cell_CD8,0.02447,5
ASPG,T_cell_CD8,-0.08705,5
ASPH,T_cell_CD8,0.16808,5
ASPHD1,T_cell_CD8,-0.25171,5
ASPHD2,T_cell_CD8,-0.14153,5
ASPM,T_cell_CD8,-0.32436,5
ASPRV1,T_cell_CD8,-0.20324,5
ASPSCR1,T_cell_CD8,-0.19094,5
ASRGL1,T_cell_CD8,-0.03579,5
ASS1,T_cell_CD8,-0.53695,5
ASTE1,T_cell_CD8,0.00759,5
ASTL,T_cell_CD8,0.06093,5
ASTN1,T_cell_CD8,0.03307,5
ASTN2,T_cell_CD8,0.10601,5
ASXL1,T_cell_CD8,-0.07569,5
ASXL3,T_cell_CD8,0.16418,5
ASZ1,T_cell_CD8,-0.07511,5
ATAD1,T_cell_CD8,0.16568,5
ATAD2,T_cell_CD8,-0.08375,5
ATAD2B,T_cell_CD8,-0.06817,5
ATAD3A,T_cell_CD8,0.03107,5
ATAD3B,T_cell_CD8,0.00832,5
ATAD3C,T_cell_CD8,0.06056,5
ATAD5,T_cell_CD8,0.05422,5
ATAT1,T_cell_CD8,-0.1336,5
ATCAY,T_cell_CD8,-0.26734,5
ATE1,T_cell_CD8,0.03282,5
ATF1,T_cell_CD8,0.04059,5
ATF2,T_cell_CD8,0.1346,5
ATF3,T_cell_CD8,0.06198,5
ATF4,T_cell_CD8,-1.26436,5
ATF5,T_cell_CD8,-0.22772,5
ATF6,T_cell_CD8,-0.28561,5
ATF6B,T_cell_CD8,-0.0422,5
ATF7,T_cell_CD8,-0.00527,5
ATF7IP,T_cell_CD8,-0.07638,5
ATF7IP2,T_cell_CD8,0.00089,5
ATG10,T_cell_CD8,-0.01909,5
ATG101,T_cell_CD8,-0.05508,5
ATG12,T_cell_CD8,0.00348,5
ATG13,T_cell_CD8,-0.16209,5
ATG14,T_cell_CD8,-0.1278,5
ATG16L1,T_cell_CD8,0.01602,5
ATG16L2,T_cell_CD8,-0.02832,5
ATG2A,T_cell_CD8,-0.1013,5
ATG2B,T_cell_CD8,0.02086,5
ATG3,T_cell_CD8,-0.0528,5
ATG4A,T_cell_CD8,0.11494,5
ATG4B,T_cell_CD8,-0.22911,5
ATG4C,T_cell_CD8,0.07438,5
ATG4D,T_cell_CD8,-0.14157,5
ATG5,T_cell_CD8,0.22788,5
ATG7,T_cell_CD8,0.0402,5
ATG9A,T_cell_CD8,-0.21852,5
ATIC,T_cell_CD8,-0.91572,5
ATL1,T_cell_CD8,-0.04741,5
ATL2,T_cell_CD8,-0.74597,5
ATL3,T_cell_CD8,0.05112,5
ATM,T_cell_CD8,-0.03829,5
ATMIN,T_cell_CD8,-0.28797,5
ATN1,T_cell_CD8,-0.2377,5
ATOH1,T_cell_CD8,0.04225,5
ATOH7,T_cell_CD8,-0.02141,5
ATOH8,T_cell_CD8,-0.07846,5
ATOX1,T_cell_CD8,-0.00158,5
ATP10A,T_cell_CD8,-0.02213,5
ATP10B,T_cell_CD8,-0.0182,5
ATP10D,T_cell_CD8,0.00833,5
ATP11A,T_cell_CD8,0.05393,5
ATP11B,T_cell_CD8,0.05037,5
ATP11C,T_cell_CD8,0.18479,5
ATP12A,T_cell_CD8,-0.05476,5
ATP13A1,T_cell_CD8,-0.2105,5
ATP13A2,T_cell_CD8,-0.17853,5
ATP13A3,T_cell_CD8,-0.00469,5
ATP13A4,T_cell_CD8,0.02487,5
ATP13A5,T_cell_CD8,0.05905,5
ATP1A1,T_cell_CD8,-1.30355,5
ATP1A2,T_cell_CD8,-0.0067,5
ATP1A3,T_cell_CD8,-0.232,5
ATP1A4,T_cell_CD8,0.05706,5
ATP1B1,T_cell_CD8,-0.097,5
ATP1B2,T_cell_CD8,-0.10792,5
ATP1B3,T_cell_CD8,-0.90615,5
ATP1B4,T_cell_CD8,-0.04533,5
ATP23,T_cell_CD8,-0.29731,5
ATP2A1,T_cell_CD8,-0.12385,5
ATP2A2,T_cell_CD8,-1.22551,5
ATP2A3,T_cell_CD8,-0.00168,5
ATP2B1,T_cell_CD8,-0.16932,5
ATP2B2,T_cell_CD8,-0.06435,5
ATP2B3,T_cell_CD8,-0.05581,5
ATP2B4,T_cell_CD8,-0.15501,5
ATP2C1,T_cell_CD8,-0.16806,5
ATP2C2,T_cell_CD8,-0.14441,5
ATP4A,T_cell_CD8,-0.03525,5
ATP4B,T_cell_CD8,0.07578,5
ATP5F1A,T_cell_CD8,-0.30764,5
ATP5F1B,T_cell_CD8,-0.44977,5
ATP5F1C,T_cell_CD8,-0.46182,5
ATP5F1D,T_cell_CD8,-0.53026,5
ATP5F1E,T_cell_CD8,-0.98806,5
ATP5IF1,T_cell_CD8,-0.077,5
ATP5MC1,T_cell_CD8,-0.21401,5
ATP5MC2,T_cell_CD8,-0.21379,5
ATP5MC3,T_cell_CD8,0.09615,5
ATP5ME,T_cell_CD8,-0.65651,5
ATP5MF,T_cell_CD8,-1.37255,5
ATP5MG,T_cell_CD8,-0.55977,5
ATP5MGL,T_cell_CD8,-0.17768,5
ATP5MJ,T_cell_CD8,0.14647,5
ATP5MK,T_cell_CD8,-0.13571,5
ATP5PB,T_cell_CD8,-0.238,5
